age,income,past_spend,days_since_active,device_mobile,promo_email,outcome_ltv
36.0,40948.35,515.26,15,1,0,82.37
35.0,109552.92,1069.44,13,1,1,573.65
27.0,60013.36,257.21,14,1,0,172.73
27.0,73229.69,34.47,12,0,0,166.9
18.0,68418.15,362.89,20,1,0,230.79
56.0,53506.28,212.3,13,1,0,48.88
20.0,94596.31,557.71,14,1,1,458.04
27.0,73147.16,1508.3,21,0,0,398.01
26.0,58086.21,332.39,12,0,0,229.81
46.0,37385.26,313.86,15,1,0,21.04
31.0,47660.12,531.5,20,0,0,196.68
50.0,28965.5,54.63,13,1,0,169.69
27.0,70305.59,146.18,15,1,0,252.37
38.0,40083.36,1256.53,13,1,0,159.41
25.0,63360.99,554.24,22,1,0,238.96
61.0,104252.55,6.77,17,1,1,426.34
21.0,99982.49,114.47,10,1,1,369.99
39.0,69193.08,574.17,16,1,0,141.17
43.0,67822.88,722.81,13,1,0,273.36
40.0,116996.86,915.85,21,1,0,386.27
33.0,83018.9,172.78,11,1,0,204.36
33.0,61804.84,1337.03,17,1,0,213.78
36.0,34349.55,402.54,15,1,0,178.05
33.0,79846.83,596.25,16,0,0,198.88
47.0,90733.09,454.09,22,0,0,252.74
62.0,54208.71,65.48,17,1,0,208.87
28.0,77280.07,1649.97,15,1,0,256.62
19.0,60910.67,65.55,15,1,0,193.76
34.0,65399.19,147.11,21,0,0,143.18
66.0,20000.0,840.0,15,1,0,134.97
25.0,64455.46,481.95,14,0,0,224.82
55.0,94234.23,910.54,10,1,0,270.95
55.0,54214.94,362.56,15,0,0,105.94
28.0,71313.16,236.6,15,1,1,191.71
42.0,51101.23,1274.53,22,0,0,297.24
55.0,79011.04,18.46,20,1,0,151.28
30.0,64586.92,969.42,16,0,0,272.61
33.0,46518.96,131.21,26,1,0,79.91
28.0,103313.79,944.37,20,1,0,252.98
23.0,93223.3,74.94,11,0,1,373.87
27.0,54877.33,434.01,13,0,0,193.55
20.0,82444.71,1095.11,18,1,0,276.56
35.0,83435.3,320.79,19,1,1,329.28
26.0,86057.53,686.33,15,0,0,212.72
38.0,27643.6,816.54,12,0,1,262.21
18.0,95165.16,666.84,22,1,0,327.63
39.0,55757.53,1297.34,15,1,1,372.99
45.0,61054.3,296.05,20,0,0,143.11
18.0,135947.04,95.05,12,1,1,474.81
39.0,77546.83,24.5,11,0,0,263.99
50.0,60341.94,141.49,20,0,0,208.89
20.0,20000.0,77.27,17,0,0,163.42
55.0,104744.1,408.16,8,0,0,245.28
40.0,36369.76,102.25,22,0,0,45.45
27.0,44914.03,19.86,23,0,1,171.68
34.0,61716.19,18.33,13,0,0,169.61
42.0,105410.29,890.62,18,1,0,306.77
36.0,89331.0,447.57,20,1,0,213.93
41.0,66054.06,221.65,22,1,0,223.64
24.0,77707.3,1123.23,20,0,0,273.2
37.0,54990.36,36.39,19,1,1,138.83
18.0,73491.34,1964.13,12,1,0,314.41
34.0,71833.42,478.94,19,1,0,215.91
24.0,94219.25,101.34,11,0,0,376.71
26.0,94179.45,568.26,19,0,0,208.39
50.0,82349.43,720.65,15,0,0,241.02
48.0,60941.31,280.48,19,1,0,282.17
42.0,88545.56,988.92,14,1,0,273.77
22.0,67700.79,81.69,18,1,0,180.34
31.0,42952.14,163.45,15,1,1,280.89
50.0,59917.81,49.08,17,1,0,93.17
37.0,72113.17,118.42,16,1,0,158.61
63.0,92755.39,136.38,23,1,0,178.93
40.0,65411.8,1248.29,12,1,0,205.76
37.0,39770.03,40.66,14,1,0,184.07
31.0,71418.54,278.8,6,1,0,179.45
37.0,72836.4,380.07,16,1,1,249.9
33.0,74645.94,1144.8,17,1,1,353.11
43.0,92996.79,3036.6,13,1,1,668.84
46.0,95473.08,699.97,8,1,0,300.59
26.0,55144.73,1766.64,19,1,0,259.37
19.0,54596.41,773.47,18,0,0,221.0
18.0,43995.03,1651.16,11,1,0,321.74
41.0,87470.39,614.25,19,1,0,247.18
22.0,106220.5,41.56,13,0,0,228.86
18.0,62122.95,257.02,20,1,0,210.74
40.0,63964.24,520.07,23,1,0,174.98
65.0,106669.56,215.94,22,1,0,321.34
35.0,82638.95,159.68,18,1,0,157.36
45.0,80905.89,430.66,16,1,0,183.83
36.0,40227.09,1355.29,12,1,0,196.79
34.0,86968.2,17.8,12,0,0,189.77
46.0,46771.59,733.17,10,1,1,258.24
32.0,41649.5,641.38,21,0,0,89.15
38.0,61330.71,1661.47,19,0,0,305.65
39.0,55355.18,1334.74,17,0,0,288.45
27.0,64460.01,718.23,17,0,0,143.47
47.0,33975.46,367.41,18,1,0,92.63
33.0,93970.41,114.25,14,0,0,249.74
26.0,98192.16,393.99,19,1,0,193.31
41.0,21316.44,724.83,14,0,0,121.32
24.0,94461.45,1130.09,18,1,1,490.19
35.0,49736.78,779.64,19,1,0,279.2
35.0,91424.39,108.62,11,0,0,243.71
48.0,68288.84,457.75,23,1,0,177.89
41.0,70719.39,201.86,6,1,0,174.56
35.0,65372.56,4.62,17,1,0,192.75
45.0,100303.23,111.71,19,0,0,280.45
52.0,39010.3,60.08,11,1,0,54.21
42.0,85196.01,924.86,16,1,0,326.4
35.0,97533.25,149.54,13,0,0,203.67
19.0,87908.5,167.53,15,1,1,285.37
22.0,128117.47,1608.65,14,1,1,585.93
31.0,56776.33,238.28,12,0,1,291.57
28.0,93932.62,4.82,13,1,0,227.82
33.0,67347.73,166.93,11,1,0,193.51
36.0,100835.15,63.52,12,1,0,251.64
41.0,69807.78,54.24,15,1,0,188.42
34.0,60303.11,40.33,18,1,0,132.93
41.0,102651.81,449.79,17,1,0,297.88
36.0,57710.95,104.96,14,1,0,114.93
18.0,34681.86,224.12,24,1,0,126.33
24.0,57078.83,990.31,15,1,0,276.04
33.0,85475.82,276.12,16,0,0,251.52
20.0,104800.97,1236.64,16,0,0,388.82
42.0,72778.23,344.52,20,1,0,213.25
53.0,102954.93,254.44,14,1,0,312.03
50.0,36045.63,693.93,12,0,1,102.64
32.0,58918.41,38.0,16,1,0,182.32
53.0,62785.62,46.87,17,0,0,245.03
37.0,67136.01,527.74,13,1,0,179.95
31.0,72102.36,333.68,10,0,0,170.89
28.0,87272.77,781.31,6,1,0,354.99
31.0,58879.83,1240.08,12,1,1,302.13
30.0,73475.72,245.81,12,0,0,164.2
37.0,68871.93,453.68,7,0,0,227.61
37.0,46852.75,347.27,21,1,0,96.49
35.0,67158.33,1997.99,13,0,1,489.01
40.0,66408.51,889.18,13,1,0,206.19
49.0,65872.99,1213.72,15,1,0,291.15
46.0,70793.99,146.74,17,1,0,186.49
18.0,71891.84,740.36,11,1,0,329.01
18.0,59192.62,154.26,21,0,0,200.08
46.0,101817.87,117.07,19,1,0,200.87
19.0,40762.98,1443.58,15,1,0,182.66
32.0,51975.75,9.75,17,1,0,162.82
21.0,139499.09,1681.79,14,1,0,436.51
18.0,44050.22,80.83,8,1,0,113.4
41.0,36156.13,855.84,17,1,0,120.9
44.0,88361.92,161.43,10,0,0,256.82
28.0,20000.0,215.93,21,1,0,37.27
18.0,64118.15,122.16,17,1,0,154.7
28.0,123645.62,440.36,14,1,0,312.35
40.0,31376.6,213.93,12,1,0,119.32
18.0,20450.89,535.59,14,1,0,149.54
37.0,32520.47,7.89,15,1,0,73.69
35.0,92458.99,33.27,13,1,0,175.17
42.0,98119.42,52.49,11,0,0,136.51
36.0,57185.28,271.5,23,1,0,150.65
23.0,87080.31,843.15,14,0,0,272.63
49.0,104756.38,1095.42,17,1,0,299.53
33.0,114683.66,140.39,10,1,0,276.53
35.0,63841.62,427.09,19,1,0,225.19
24.0,20000.0,731.3,10,1,0,198.72
30.0,49478.03,170.42,16,1,0,57.24
24.0,59329.9,262.98,14,0,0,148.91
33.0,63526.53,371.14,17,1,0,228.22
56.0,65303.51,72.44,11,1,0,245.65
19.0,97972.36,13.16,16,1,0,174.4
18.0,101860.71,82.91,8,1,0,314.93
53.0,65708.16,492.89,18,1,0,127.2
32.0,97462.12,38.23,16,0,0,274.16
27.0,78941.53,105.17,14,1,0,176.31
47.0,71612.65,206.13,20,0,0,251.98
28.0,92663.6,40.53,23,1,0,170.18
57.0,71806.3,106.41,10,1,0,168.76
43.0,121445.28,1211.08,14,1,1,516.71
29.0,34039.72,9.74,7,1,1,85.17
61.0,57120.73,529.84,13,1,0,103.1
28.0,66837.03,242.59,15,1,0,203.44
44.0,80986.32,558.36,13,1,0,291.23
39.0,101699.01,444.21,13,0,0,302.2
51.0,69390.04,126.48,15,1,0,108.73
54.0,34444.26,939.34,19,0,0,198.83
35.0,91062.85,338.58,20,1,0,176.47
26.0,88873.97,864.49,18,0,0,298.58
41.0,21453.53,260.45,20,1,0,135.52
27.0,69904.9,2089.48,11,1,0,395.13
59.0,30246.45,735.9,17,0,0,223.51
37.0,53383.72,1689.97,11,1,1,368.83
31.0,47429.78,361.11,14,1,1,211.76
37.0,90231.62,320.93,17,1,0,231.92
19.0,72920.75,704.18,16,1,0,167.13
23.0,37860.22,1061.35,13,0,0,185.71
49.0,92001.65,1664.15,14,0,1,461.46
27.0,34154.85,196.19,9,0,0,105.73
22.0,78252.84,801.49,14,0,0,272.07
41.0,49649.73,118.27,18,1,0,51.11
49.0,60858.07,394.36,17,1,1,193.62
44.0,82606.77,99.13,13,0,0,255.73
47.0,83036.23,213.39,19,1,0,99.05
26.0,103424.23,1339.43,23,1,1,503.57
18.0,67943.66,78.97,11,1,0,153.11
53.0,77661.27,500.38,19,0,0,225.37
31.0,59056.57,449.41,10,1,0,270.96
32.0,74549.75,64.34,12,0,0,174.97
51.0,80987.15,197.25,13,1,0,236.97
42.0,67542.25,413.89,10,1,1,293.61
40.0,24906.24,103.62,22,0,0,60.71
61.0,78286.77,806.28,14,0,1,332.84
27.0,79114.04,1790.58,9,1,0,404.34
46.0,52995.66,120.88,15,1,0,101.5
36.0,37890.32,103.46,17,1,0,45.53
38.0,106896.98,303.43,17,0,0,263.86
53.0,82286.14,688.7,15,1,0,263.08
41.0,64272.97,165.36,11,1,0,81.87
41.0,41574.18,10.04,12,0,0,109.63
48.0,49454.63,389.59,16,1,0,94.52
31.0,102564.76,1568.65,18,1,0,407.34
25.0,73441.55,248.2,9,0,0,113.52
22.0,56235.32,272.48,24,0,0,237.97
18.0,82742.23,1735.3,13,0,0,346.1
60.0,49640.05,593.08,19,1,0,127.34
22.0,107521.08,635.01,13,0,0,288.39
32.0,103820.01,413.57,14,0,0,298.81
32.0,58335.65,1836.68,15,1,0,364.86
39.0,54283.24,583.77,10,1,0,183.23
45.0,20000.0,1127.05,23,1,0,84.77
45.0,32960.48,600.95,16,0,1,131.2
28.0,36513.26,664.23,16,0,0,171.77
33.0,73379.76,171.53,12,0,0,239.28
38.0,61844.16,180.83,18,1,0,211.64
32.0,36366.61,763.89,10,1,0,187.53
54.0,62970.9,175.99,17,1,0,207.91
41.0,82633.43,413.65,15,0,0,322.25
44.0,83195.98,143.41,14,1,0,262.25
43.0,22508.24,849.09,12,1,1,240.56
49.0,66793.41,58.55,15,1,0,119.11
37.0,35416.48,884.35,17,1,0,223.4
19.0,92543.22,461.57,7,1,0,290.3
40.0,89603.66,103.46,11,0,0,250.09
27.0,47549.32,390.48,16,1,0,215.2
29.0,50848.87,165.99,13,1,0,160.22
42.0,58468.32,195.39,19,1,0,143.35
50.0,20000.0,216.57,11,1,0,36.16
35.0,78399.2,32.71,23,0,0,149.24
39.0,63178.89,2132.98,12,1,1,457.62
55.0,94254.38,16.02,18,1,0,217.99
38.0,42539.77,543.09,16,0,0,169.58
66.0,54521.93,231.99,13,1,0,204.22
42.0,32336.87,519.24,14,0,0,181.87
18.0,44892.74,220.22,15,1,0,128.7
44.0,40450.45,560.05,17,1,0,110.54
40.0,94899.34,653.25,15,1,0,294.29
50.0,52543.45,586.48,8,1,0,310.05
43.0,73104.39,60.5,16,0,0,186.32
33.0,60480.91,534.86,11,0,0,187.65
20.0,38263.37,164.24,11,1,0,147.74
32.0,65792.49,14.61,8,1,0,196.83
25.0,84977.58,267.93,16,0,0,243.98
28.0,39806.02,284.18,20,1,0,186.67
42.0,90227.82,314.78,15,1,0,251.24
55.0,48756.98,610.09,18,1,0,238.79
40.0,57925.4,184.69,19,1,0,157.83
21.0,83267.08,189.37,16,1,0,279.1
40.0,53414.1,31.23,15,1,0,190.29
49.0,70939.37,580.49,9,1,0,278.02
28.0,62132.73,419.46,22,0,0,211.67
33.0,73234.2,214.95,21,1,0,291.04
35.0,20000.0,610.71,18,1,0,168.9
26.0,24257.95,385.4,10,1,0,74.59
43.0,85399.18,316.73,19,0,0,226.77
34.0,95929.54,358.03,15,1,0,234.43
40.0,47237.83,505.78,12,1,1,339.0
24.0,63899.29,539.41,16,0,0,262.31
30.0,77367.98,170.51,15,1,0,293.38
44.0,87330.44,75.84,13,1,0,168.25
31.0,20000.0,85.18,15,0,0,123.6
56.0,47848.99,509.98,13,1,0,102.47
30.0,61685.52,1031.29,15,1,0,166.89
38.0,87578.5,263.39,17,1,0,197.65
46.0,132460.76,92.88,15,0,0,369.83
18.0,64299.86,706.53,21,1,0,157.62
18.0,34825.56,893.35,20,0,0,168.15
18.0,80056.7,1062.56,20,0,0,335.81
50.0,103024.89,466.76,17,1,0,311.05
28.0,72700.35,985.67,10,0,1,480.79
66.0,47333.79,7.77,17,1,0,111.61
28.0,93949.85,56.72,18,1,0,185.49
37.0,86588.64,48.57,18,1,0,137.31
54.0,44347.98,623.45,18,1,0,146.64
59.0,79535.64,36.06,16,1,0,125.5
60.0,94931.64,342.95,13,1,0,158.34
50.0,99547.25,320.0,14,1,0,351.26
47.0,68338.78,186.04,9,1,1,271.92
42.0,61048.01,1021.67,16,0,0,371.84
44.0,100681.85,93.43,18,1,1,298.75
28.0,39745.99,217.29,17,0,0,95.78
25.0,80964.48,743.99,18,0,1,317.43
35.0,35749.33,15.45,13,1,0,65.01
33.0,96634.41,558.82,19,1,1,422.49
30.0,63548.86,847.49,19,1,0,252.16
43.0,101714.58,1346.1,20,0,0,391.81
46.0,82285.32,1044.93,17,1,0,352.18
36.0,39419.49,192.38,11,1,0,181.44
53.0,105615.69,441.38,16,1,0,222.95
21.0,108781.13,40.22,11,1,0,223.39
33.0,92057.16,149.12,10,1,0,235.1
26.0,50960.3,49.48,11,1,1,396.52
18.0,62349.65,189.3,16,1,0,200.25
34.0,73635.68,1040.47,16,0,1,368.78
34.0,52407.24,213.22,14,0,1,254.94
53.0,112308.66,412.65,15,1,0,255.73
43.0,73608.16,284.03,15,0,0,208.74
23.0,20000.0,307.09,18,0,0,132.44
57.0,78483.9,1746.2,20,1,0,340.14
50.0,61296.07,175.6,21,1,0,110.32
42.0,68126.84,493.52,17,0,0,197.71
32.0,60784.52,272.42,15,1,0,152.83
23.0,90176.16,31.55,16,0,0,133.65
31.0,97992.19,336.02,16,1,0,219.01
48.0,77076.33,839.24,14,1,0,190.44
58.0,61517.22,51.99,10,1,0,96.39
54.0,68966.57,36.07,20,1,0,94.49
29.0,70489.99,83.4,18,1,0,210.99
22.0,49939.25,722.81,14,1,0,268.62
37.0,84473.22,643.67,10,1,0,186.51
18.0,81501.06,416.23,16,1,0,301.63
39.0,108511.03,315.77,15,1,0,212.27
33.0,101383.74,1096.08,11,0,0,377.72
29.0,52858.13,727.71,17,1,1,283.07
18.0,90507.46,835.5,15,0,1,435.37
41.0,46226.17,839.03,16,0,0,136.07
29.0,87398.3,514.61,22,1,0,141.64
21.0,57084.65,306.26,11,1,0,132.65
18.0,44418.67,1000.05,10,0,0,240.19
35.0,77001.13,1301.9,16,0,0,400.04
56.0,20000.0,12.05,16,1,0,7.72
55.0,26225.61,26.47,16,0,0,68.16
30.0,65562.7,1593.97,16,1,1,359.37
28.0,72061.04,162.28,18,1,0,173.49
41.0,60767.03,1033.24,15,1,0,148.32
23.0,30514.09,246.16,13,1,0,184.55
39.0,49552.7,63.41,9,0,0,138.65
44.0,79780.23,41.93,19,0,0,221.61
50.0,84544.54,85.1,13,1,1,287.17
34.0,69594.42,143.77,9,1,0,195.1
33.0,98920.84,335.22,20,1,0,297.81
24.0,79934.93,604.49,17,1,0,242.9
25.0,51313.61,2148.79,15,1,0,345.89
32.0,62987.45,291.26,18,1,1,213.75
39.0,34928.35,365.1,12,1,0,105.65
46.0,67296.53,368.88,20,1,0,130.84
25.0,97802.52,387.65,12,0,0,223.47
53.0,87132.25,364.64,20,0,0,283.29
32.0,105050.23,4.41,23,1,0,304.97
35.0,62427.87,0.86,17,1,0,78.58
26.0,103652.49,51.39,18,1,0,246.2
18.0,65167.39,53.55,15,1,0,139.8
46.0,106789.63,610.22,10,0,0,374.45
44.0,69453.58,114.65,23,1,0,161.12
32.0,87680.78,1125.54,11,1,1,424.91
36.0,106877.81,1319.77,15,1,0,328.49
41.0,65164.31,1862.63,17,0,1,338.07
18.0,75459.72,1399.11,13,1,1,456.84
29.0,102221.59,158.65,8,1,0,271.96
45.0,66674.92,356.45,18,0,0,201.87
20.0,36977.69,96.46,17,1,0,69.64
39.0,123575.18,820.49,17,1,0,337.91
19.0,58255.89,1096.56,11,1,0,293.72
41.0,73968.9,952.87,17,0,0,308.33
35.0,98900.17,284.02,22,0,0,173.28
18.0,54787.65,710.8,12,1,0,174.99
49.0,44803.3,51.34,15,1,0,45.25
26.0,76343.43,20.54,13,1,0,188.8
25.0,25173.09,699.66,21,1,0,172.53
37.0,62802.35,277.0,18,1,0,153.37
49.0,76125.97,2707.34,21,1,1,487.08
23.0,63251.2,51.16,15,1,0,134.85
36.0,31413.73,967.68,18,0,1,339.95
40.0,109854.45,326.95,20,1,0,322.0
43.0,72588.45,877.67,18,1,0,283.49
37.0,105778.8,849.48,12,1,0,338.51
31.0,63499.09,1238.42,14,1,1,357.9
25.0,47999.7,176.8,15,1,0,88.35
36.0,76729.52,1495.86,11,1,0,277.96
22.0,64605.32,82.24,14,0,1,222.08
18.0,40555.96,42.76,17,0,0,53.7
40.0,106744.61,282.48,15,1,0,231.35
46.0,54443.24,881.07,13,1,0,215.9
18.0,23993.34,320.68,12,1,0,104.79
23.0,103204.15,883.88,14,0,1,415.04
42.0,57392.55,654.09,12,1,0,230.95
60.0,54804.4,117.5,9,1,0,143.91
35.0,25865.31,1486.81,18,0,1,270.89
26.0,113523.54,31.35,13,0,0,216.95
33.0,37762.99,1142.76,19,0,0,236.45
51.0,71461.24,181.52,7,0,0,170.33
27.0,92815.51,346.72,24,1,0,302.73
25.0,80542.92,274.4,15,0,0,197.28
29.0,68508.64,94.27,14,1,0,163.71
24.0,27458.35,221.7,17,0,1,175.94
36.0,49756.88,107.18,11,1,0,178.82
54.0,74695.01,114.01,13,1,0,230.77
39.0,50320.65,103.55,18,1,0,213.78
32.0,75083.99,335.71,16,1,0,234.83
31.0,87043.59,799.57,17,1,0,266.7
18.0,94062.57,420.79,17,1,0,219.72
46.0,39345.52,1118.43,12,1,0,209.84
34.0,124916.15,506.05,21,1,0,382.64
33.0,89186.98,584.53,17,1,0,183.48
73.0,69957.15,550.72,16,1,1,242.83
39.0,97238.41,298.43,15,1,0,233.37
26.0,129135.19,584.53,10,0,0,305.11
30.0,34032.0,36.13,10,1,0,81.24
49.0,64368.43,982.53,13,1,1,418.78
36.0,20000.0,752.12,16,1,0,118.31
18.0,74816.29,140.67,9,0,0,216.28
46.0,79134.86,730.58,13,1,0,172.42
27.0,69020.95,6.36,12,1,0,109.56
57.0,53636.66,122.47,15,0,0,186.15
48.0,20000.0,33.68,18,0,0,140.77
30.0,79338.34,757.58,13,0,0,269.51
50.0,106385.86,705.04,17,1,0,283.97
36.0,55224.54,840.03,14,0,0,241.26
45.0,81001.5,2.25,14,1,0,54.36
41.0,30796.39,347.81,15,0,0,127.83
25.0,81430.33,610.11,14,0,0,193.57
27.0,60165.44,84.45,7,0,0,204.48
47.0,50939.55,524.61,6,1,0,82.73
31.0,50990.91,43.93,16,0,0,92.96
30.0,60159.71,100.03,10,1,1,240.86
24.0,79560.83,322.94,15,1,0,173.33
40.0,37195.92,530.03,17,1,0,124.62
60.0,60072.12,78.84,15,1,1,260.95
22.0,68963.21,102.42,15,1,1,262.31
35.0,42524.02,114.36,15,1,0,69.95
52.0,114916.63,136.36,16,1,0,308.49
34.0,48662.61,128.45,15,1,0,142.72
40.0,53264.08,251.39,15,0,1,236.84
22.0,45542.3,530.35,17,0,0,115.49
40.0,114962.0,288.15,25,1,1,263.75
33.0,83822.63,748.0,15,0,0,217.14
47.0,46585.2,635.18,22,1,0,112.29
49.0,97655.79,67.64,10,0,0,201.41
66.0,75017.47,25.04,17,1,0,126.45
42.0,76431.34,1051.63,20,0,1,366.61
39.0,61388.07,41.6,24,0,0,172.98
37.0,51264.6,80.28,17,1,0,180.37
31.0,78444.15,11.19,8,1,0,233.87
39.0,56372.82,494.88,9,1,0,149.35
31.0,115418.89,436.58,15,1,0,297.44
37.0,38267.72,2167.71,20,1,1,438.82
51.0,108403.92,1089.88,17,1,0,262.56
23.0,67217.03,264.53,13,1,0,252.3
49.0,77477.14,232.28,13,1,0,152.38
51.0,90828.94,176.09,16,0,0,231.96
34.0,54243.77,82.68,19,0,0,149.39
18.0,91606.21,74.3,17,1,1,336.24
28.0,20000.0,70.95,18,1,0,172.52
51.0,52000.26,60.58,14,1,0,117.02
35.0,46898.43,137.56,18,1,0,39.58
23.0,38662.35,183.12,15,1,0,133.46
29.0,64626.13,1629.58,18,0,0,297.71
45.0,79643.75,431.94,15,0,0,250.22
42.0,87566.5,2194.86,18,1,0,452.72
32.0,76021.92,232.98,17,1,0,189.66
31.0,53357.66,305.9,22,0,0,165.12
30.0,79225.41,196.21,16,0,0,203.28
24.0,73107.14,100.99,16,0,0,263.91
54.0,93401.4,77.25,16,1,0,194.0
31.0,89423.42,1450.93,16,1,0,307.59
50.0,70761.91,2164.17,21,1,0,409.98
53.0,47568.67,22.97,8,1,0,84.98
47.0,53676.25,81.46,12,0,0,161.11
30.0,56255.27,275.41,14,1,0,153.57
40.0,62118.34,103.1,21,0,0,137.48
35.0,76701.26,226.18,12,1,1,420.73
24.0,87879.36,69.11,11,0,0,272.37
39.0,68722.03,304.87,24,1,0,221.01
21.0,70403.12,158.52,11,1,0,211.19
49.0,73582.66,216.86,16,1,0,152.28
29.0,57102.37,49.53,21,1,0,140.23
37.0,46865.19,279.42,14,0,0,172.84
38.0,26114.05,2044.91,17,1,1,327.08
32.0,52621.27,199.37,14,0,0,151.92
42.0,81828.64,1045.47,12,1,0,274.33
29.0,52427.21,926.39,17,1,0,227.17
45.0,64054.82,1518.89,18,0,1,346.55
19.0,81660.78,780.58,18,0,0,290.55
37.0,83017.24,538.81,15,1,0,139.13
58.0,43011.68,971.0,16,0,0,269.06
23.0,94926.48,39.33,16,1,0,146.2
27.0,98183.75,310.72,16,1,0,192.08
41.0,41753.75,2266.72,13,0,1,413.29
37.0,49404.08,733.97,19,1,0,211.2
39.0,99777.27,1636.08,25,1,0,467.08
41.0,66328.66,756.23,18,1,1,320.49
43.0,20000.0,1039.25,15,1,0,161.9
48.0,35007.96,612.99,12,1,1,215.23
40.0,63765.76,714.61,15,1,1,379.82
32.0,40923.93,370.31,7,0,1,338.47
43.0,59664.41,1290.08,23,1,0,243.1
58.0,70809.91,871.6,15,1,1,355.33
33.0,106556.37,928.58,14,0,0,324.25
23.0,62738.65,558.91,18,1,0,190.66
48.0,96813.54,181.62,18,0,0,319.74
34.0,105719.0,18.14,18,0,0,180.97
18.0,105857.74,1371.75,10,0,0,262.18
45.0,77118.86,441.09,21,1,0,222.22
29.0,20917.77,177.01,19,1,0,131.59
34.0,81520.62,80.75,15,1,0,202.11
39.0,96210.0,884.58,16,1,1,438.21
37.0,67973.32,905.53,14,1,0,286.12
44.0,113614.6,842.37,14,1,1,468.37
30.0,91495.84,517.94,11,1,0,290.6
41.0,84206.83,227.87,18,1,0,232.18
32.0,97159.52,181.25,22,1,0,120.51
44.0,78334.25,4.3,13,0,1,280.69
42.0,20000.0,896.7,11,1,0,79.03
24.0,57521.53,45.75,20,1,0,127.71
48.0,99929.2,498.15,14,1,0,246.91
29.0,49810.22,350.67,20,1,0,196.39
45.0,64413.19,374.0,21,1,0,186.45
39.0,43879.09,1306.68,15,1,1,323.76
57.0,114598.06,16.06,12,1,0,247.23
32.0,112037.31,742.27,14,0,0,372.91
31.0,47903.28,26.73,15,1,0,38.61
35.0,73682.45,19.45,14,1,0,126.53
31.0,52987.65,280.9,14,1,0,220.38
45.0,85373.62,32.58,20,1,0,162.22
18.0,82742.08,778.29,16,1,0,154.02
22.0,90292.64,377.05,18,1,0,304.92
22.0,78297.96,14.73,10,0,0,241.92
46.0,143385.16,20.67,8,1,0,358.39
56.0,44301.91,474.24,17,1,0,156.75
34.0,27234.92,820.24,14,1,0,241.53
33.0,60172.74,287.95,21,0,0,220.07
36.0,30800.29,404.37,19,1,0,191.43
49.0,32688.44,804.29,18,1,0,194.58
24.0,44967.13,471.45,15,0,0,163.22
38.0,46945.28,127.29,19,0,0,98.66
47.0,46134.55,474.73,14,1,0,98.3
41.0,82955.47,494.81,13,1,0,264.49
37.0,57345.27,662.33,11,1,0,238.19
47.0,65512.14,484.94,15,1,0,182.03
18.0,92355.82,1740.8,12,1,0,415.48
43.0,50841.94,109.88,18,0,0,110.06
27.0,63386.35,1508.89,16,0,0,339.03
18.0,79144.0,386.46,25,1,0,152.83
41.0,21460.8,557.3,18,0,0,59.9
51.0,20000.0,52.38,15,0,0,53.21
33.0,78652.93,239.48,14,0,0,244.69
46.0,82300.36,733.49,15,0,0,200.01
54.0,121605.5,613.64,12,1,0,383.06
51.0,73952.37,20.48,10,1,0,97.82
55.0,90493.49,395.48,13,1,0,232.2
44.0,65113.18,46.21,11,1,0,92.19
36.0,77430.68,2743.1,18,1,0,312.68
18.0,111681.42,1137.95,13,1,1,519.66
32.0,20000.0,10.65,20,1,0,42.17
25.0,80340.41,978.26,22,1,0,194.65
61.0,123389.67,1259.31,13,1,1,501.24
33.0,77050.86,218.13,20,1,1,306.11
36.0,111264.32,635.59,14,1,0,289.68
42.0,54269.7,291.79,22,1,0,133.78
36.0,69198.81,532.44,12,1,0,197.72
55.0,70838.12,208.0,12,0,0,159.36
28.0,20000.0,194.72,12,1,1,99.44
37.0,40795.55,276.2,9,1,0,109.98
26.0,42578.12,78.66,16,1,0,73.37
19.0,90551.65,889.34,8,1,0,253.17
28.0,91803.83,214.39,10,1,0,216.06
35.0,78100.91,255.54,17,1,1,264.08
30.0,90602.57,1122.42,14,0,0,261.86
27.0,65896.26,343.21,16,0,0,222.41
18.0,100048.29,392.91,15,1,0,321.02
34.0,70219.71,1567.48,10,1,0,327.18
18.0,71446.6,1088.97,12,1,0,281.11
44.0,63360.18,92.84,7,1,0,137.38
36.0,87111.26,320.48,13,0,0,283.62
18.0,59470.03,1775.36,20,1,1,481.36
31.0,94410.78,232.9,15,1,0,223.92
26.0,41696.27,232.27,14,1,0,102.55
39.0,42527.09,108.48,10,1,0,142.98
51.0,87185.67,60.7,19,0,0,198.89
18.0,67786.39,674.12,19,1,0,189.98
36.0,58652.71,734.9,22,1,0,220.36
33.0,92251.44,1737.09,19,1,1,530.33
43.0,54818.46,742.32,16,1,1,233.37
38.0,64994.97,139.43,20,1,0,281.03
26.0,104980.7,20.47,23,1,0,139.36
31.0,108478.56,2114.65,16,1,1,534.23
25.0,109309.96,208.1,9,1,0,283.13
48.0,62946.86,186.96,19,1,0,268.93
35.0,100767.57,1181.99,20,1,1,422.24
58.0,46276.18,439.86,10,1,0,113.25
34.0,47327.43,120.95,17,1,0,150.21
26.0,20000.0,1099.55,17,0,0,153.52
18.0,111821.71,2507.39,14,1,0,529.64
18.0,48400.5,45.33,23,1,0,101.8
18.0,66836.69,991.16,22,0,0,195.93
38.0,47241.89,247.57,17,1,0,252.68
