distance,package_weight,driver_experience,traffic_index,is_rush_hour,weather_bad,ai_optimized_route,delivery_time
39.99,1.49,3,8.9,0,0,0,118.7
14.64,1.86,5,7.3,1,0,0,64.0
26.55,15.96,9,9.1,1,0,0,122.7
13.6,4.74,4,3.1,0,0,0,56.9
23.35,9.71,4,3.4,0,0,0,60.5
100.07,23.93,4,3.1,1,0,1,168.2
59.32,12.34,6,1.9,0,0,0,129.6
20.38,23.09,9,6.3,0,0,0,51.0
96.36,15.73,6,4.5,0,1,0,174.7
2.64,29.78,9,6.4,0,0,0,46.2
61.07,5.33,4,5.7,0,0,0,140.6
49.24,21.27,5,6.2,1,0,1,98.1
23.46,3.06,4,4.2,1,1,1,89.2
26.6,9.1,7,2.8,1,0,0,90.7
23.83,4.16,8,7.1,0,1,0,78.3
51.22,6.86,7,7.4,0,0,0,110.7
13.59,16.42,4,9.4,1,1,0,102.2
262.03,8.1,3,3.3,0,0,0,414.2
1.0,6.14,5,8.5,1,0,0,60.2
31.36,5.45,5,1.3,1,0,0,64.6
13.02,17.32,1,1.4,0,0,0,46.8
21.88,1.69,5,6.9,0,0,0,52.9
99.43,2.43,5,2.5,0,0,0,198.7
22.1,5.37,4,3.3,0,1,0,72.9
12.04,3.86,5,8.8,1,0,1,53.7
22.85,1.22,3,6.7,1,1,0,128.5
19.28,1.4,2,8.6,0,0,0,72.7
35.45,9.64,8,5.1,1,0,0,122.7
115.07,1.81,5,7.6,0,0,0,223.3
59.58,0.8,5,3.7,1,1,1,122.0
94.9,15.86,4,2.4,0,0,1,154.1
17.92,2.3,4,2.9,0,0,0,54.1
1.5,19.61,3,9.3,1,0,0,72.5
22.46,8.35,4,6.2,0,0,0,88.5
61.39,9.41,6,2.8,1,0,0,121.6
16.14,20.43,1,2.8,0,0,0,68.3
16.19,6.3,5,6.9,0,1,0,61.6
4.88,11.52,6,6.9,0,0,0,56.9
11.66,2.91,6,8.0,1,0,0,90.4
66.02,11.01,5,8.0,0,0,1,148.9
35.44,1.31,4,2.0,0,0,0,67.8
3.47,13.96,4,2.2,0,0,0,25.9
295.54,1.38,7,4.5,0,1,1,405.9
41.9,48.89,2,8.7,1,1,0,164.9
8.45,1.5,6,1.2,0,0,0,10.0
2.48,3.64,5,8.2,0,0,0,69.5
40.79,18.01,5,1.8,0,0,0,106.6
14.57,26.0,4,8.0,0,0,0,61.5
14.44,18.96,2,2.1,0,1,0,70.6
34.17,16.05,5,9.4,0,0,0,123.6
31.2,11.71,8,6.9,0,0,0,74.5
22.3,5.41,7,6.4,0,0,0,59.1
82.8,10.79,2,9.7,1,0,1,147.4
25.54,5.28,10,7.1,1,0,0,81.4
29.74,7.81,9,5.9,1,0,1,60.3
49.47,6.28,4,9.9,0,0,0,121.9
62.73,3.24,4,8.5,1,0,1,128.2
23.24,6.66,5,8.7,0,0,0,81.2
36.76,5.4,6,4.8,0,1,0,95.7
34.88,22.52,6,1.1,0,0,0,58.6
105.6,12.1,3,5.9,1,0,0,203.7
27.01,3.94,6,6.4,0,0,0,74.2
30.85,0.46,5,1.2,0,0,0,79.3
42.87,7.15,2,4.9,0,0,1,52.4
54.72,10.26,5,4.1,1,0,1,89.5
1.0,3.0,3,4.5,0,0,0,48.7
52.75,4.28,4,7.4,0,1,0,155.9
8.26,3.95,6,8.0,0,1,0,84.4
186.33,36.11,6,9.7,0,1,0,371.5
22.15,19.56,3,6.6,1,0,0,121.0
32.87,1.3,5,8.3,1,0,0,115.6
3.54,13.43,4,3.6,1,0,0,67.7
102.85,18.02,1,2.2,0,0,1,157.2
14.22,8.46,6,5.7,1,0,1,59.4
18.3,28.89,5,5.4,1,1,0,111.9
48.48,5.82,2,7.4,0,0,0,142.5
1.0,7.67,6,4.4,0,0,0,29.6
234.35,28.31,3,2.8,0,1,0,412.1
35.41,5.43,6,5.1,1,0,1,59.9
89.94,33.31,4,5.7,0,0,0,182.4
118.82,19.09,3,6.2,0,0,1,190.7
1.0,11.34,9,6.2,0,0,0,21.3
27.95,9.66,1,7.1,1,1,0,120.9
110.25,14.25,1,1.9,1,0,0,233.6
58.97,1.42,7,6.2,1,0,0,147.6
67.21,5.14,4,9.5,0,0,0,173.4
40.09,27.37,6,7.5,0,0,0,116.7
186.82,2.68,0,8.2,0,0,0,344.8
5.45,1.34,2,1.2,1,0,0,40.9
102.09,1.89,4,3.8,0,1,1,185.3
56.62,30.74,6,4.9,1,0,1,91.6
39.67,7.68,2,9.9,1,0,0,92.2
55.28,1.61,3,3.9,0,0,0,126.1
76.65,15.38,2,9.4,0,0,0,185.5
10.24,13.77,4,3.1,0,0,0,31.1
12.47,5.25,5,6.0,0,0,0,53.4
14.05,10.53,7,2.6,0,0,0,64.0
21.28,12.8,7,2.3,0,0,1,54.5
41.73,4.46,6,1.3,1,0,0,109.8
120.96,28.78,5,4.9,0,0,1,195.2
14.66,5.02,4,4.4,0,0,0,22.3
40.31,1.62,9,4.6,0,0,0,96.8
188.0,3.74,4,1.8,0,0,1,259.3
56.52,3.46,6,2.1,1,0,1,74.5
28.01,9.93,8,8.1,0,1,0,110.7
3.86,1.66,1,3.5,0,0,0,57.2
19.56,0.31,1,2.9,0,0,0,64.6
19.39,3.59,11,1.1,1,0,0,19.5
56.02,14.09,3,9.0,0,0,0,127.9
9.38,21.83,7,2.9,0,1,0,52.7
33.99,12.52,7,6.3,1,0,0,87.1
25.51,12.63,3,4.5,0,0,0,84.0
7.56,26.62,3,7.3,0,1,0,108.8
109.67,5.97,3,4.6,0,0,0,197.3
48.54,5.11,2,6.1,0,0,0,123.2
55.97,0.81,7,9.2,0,1,0,154.9
25.15,12.8,7,5.1,0,1,0,77.0
90.92,3.87,5,3.4,1,0,0,163.5
130.31,10.57,2,7.9,0,0,0,238.4
1.25,6.27,5,9.7,0,1,0,87.8
29.88,11.63,4,8.6,0,0,0,75.4
55.64,0.91,8,9.4,0,0,0,134.5
90.67,9.23,2,6.9,1,0,1,140.5
77.57,4.69,6,1.3,1,0,1,107.1
197.0,10.94,7,2.8,1,0,1,274.0
70.99,25.45,4,3.1,0,0,0,168.8
6.68,1.55,4,3.0,0,0,0,32.8
8.68,8.36,7,3.5,0,1,0,32.3
152.01,4.46,4,2.3,1,0,1,189.7
1.23,9.41,6,5.6,0,1,0,63.7
23.66,8.21,9,7.3,1,0,0,80.9
28.23,4.03,4,4.0,0,0,0,65.2
15.01,9.45,7,5.8,0,1,0,92.6
65.47,2.93,3,1.6,1,0,1,73.3
89.44,25.19,2,6.5,0,0,0,192.0
156.61,1.97,4,7.3,0,0,1,231.1
170.68,8.22,7,6.0,0,0,1,252.6
24.86,10.7,8,9.1,0,0,0,107.5
145.56,100.0,5,9.0,1,0,1,269.6
33.22,1.87,7,5.4,0,0,0,65.5
89.55,13.98,4,4.6,0,0,1,163.8
77.51,9.65,4,2.7,0,1,0,139.5
12.71,5.15,5,6.1,0,0,0,49.9
42.28,19.84,7,1.9,0,1,0,116.4
177.41,5.45,4,7.1,1,0,1,254.6
37.39,4.53,2,1.5,0,0,0,90.8
36.95,2.63,4,8.1,1,0,0,124.6
49.31,3.87,7,7.1,0,0,0,106.0
132.17,5.04,6,3.0,0,1,0,205.0
24.54,64.64,5,9.5,0,0,0,116.4
1.94,15.58,5,2.1,0,0,0,31.0
9.95,10.3,5,9.3,0,0,0,62.3
161.33,17.23,7,8.1,1,0,1,244.7
15.13,16.57,5,1.1,0,1,0,90.4
68.07,3.56,7,6.6,0,0,0,143.4
24.19,8.41,6,9.7,0,0,0,99.3
1.91,4.34,2,3.6,0,1,0,32.4
20.08,10.31,4,4.1,1,0,0,78.4
26.62,93.42,4,2.4,0,0,0,107.2
13.18,3.01,12,6.6,1,1,1,48.5
174.28,0.89,6,6.0,0,0,1,255.4
234.41,24.55,4,7.8,1,0,1,372.2
16.18,25.78,7,2.6,1,0,0,34.1
160.19,13.62,6,3.9,1,0,1,238.6
126.27,15.31,1,7.9,1,0,1,209.7
148.71,13.05,3,5.7,0,0,0,251.0
66.69,8.89,8,2.7,0,0,0,126.6
33.54,6.24,3,1.9,0,0,0,62.7
26.51,6.51,3,1.4,0,1,0,66.3
1.44,6.66,11,2.6,0,0,0,10.0
12.05,5.57,0,8.2,0,0,0,72.5
67.23,73.92,6,1.8,0,1,0,147.9
6.02,10.16,2,1.6,1,1,0,42.0
1.0,3.27,5,4.3,0,0,0,10.0
78.33,6.27,11,5.1,1,0,1,104.2
24.87,97.92,10,7.9,0,0,0,111.2
25.17,1.66,5,6.2,0,0,0,56.6
15.86,3.05,3,4.1,0,0,0,52.9
91.62,4.57,1,4.1,1,0,0,194.1
85.0,1.23,1,4.3,1,0,1,98.5
35.22,8.54,8,3.1,0,0,0,87.7
44.3,16.4,5,3.0,1,0,1,72.9
14.1,2.92,4,8.7,0,0,0,77.3
7.79,37.18,8,9.7,0,0,0,93.9
20.19,10.97,5,1.8,0,0,0,60.4
74.93,3.33,4,7.2,0,0,0,145.2
111.65,6.7,8,1.0,0,0,0,164.0
26.97,96.03,5,3.2,1,0,0,128.5
113.75,6.04,5,6.2,0,0,0,209.4
17.44,11.31,4,3.8,1,0,0,53.5
23.96,30.54,7,3.2,1,0,0,79.7
19.14,7.86,6,2.3,0,0,0,50.4
13.83,31.39,3,9.1,0,0,0,103.2
25.63,5.64,5,2.6,0,0,0,55.1
20.58,7.87,5,2.4,0,1,0,61.1
12.13,6.25,6,3.0,0,0,0,36.5
37.62,8.85,3,9.1,0,0,0,107.7
53.06,5.05,3,1.3,1,1,1,107.0
67.01,38.24,4,2.1,0,0,0,129.0
78.23,5.34,2,8.2,0,0,0,201.8
35.43,14.15,3,8.1,0,0,0,104.5
22.59,13.34,0,3.1,0,1,0,81.5
15.25,8.62,5,3.0,0,0,0,43.1
27.38,0.86,5,8.2,0,0,0,123.5
17.98,13.86,5,3.9,1,1,0,96.0
39.82,2.57,6,1.3,0,0,0,81.4
1.0,16.53,7,7.2,0,0,0,41.5
32.09,19.48,4,7.9,1,1,0,117.0
67.32,7.81,5,5.5,1,0,1,91.6
16.39,0.99,11,5.4,1,0,0,48.2
102.57,1.5,4,7.9,1,1,0,240.7
10.02,25.43,7,5.9,0,0,0,41.2
78.07,2.05,4,7.0,1,0,1,118.6
67.61,16.63,5,8.6,1,0,1,122.2
25.08,3.99,3,9.1,0,0,1,111.5
1.0,11.25,4,9.7,0,0,0,78.2
5.04,8.34,7,4.9,0,0,0,24.6
40.03,5.88,8,2.0,0,0,0,66.7
131.79,12.55,2,5.1,1,1,1,215.5
29.36,22.47,5,8.3,1,0,0,119.1
71.76,3.61,5,7.4,1,0,0,178.7
8.56,8.68,5,3.0,0,0,0,25.2
80.32,3.62,4,1.5,1,0,0,131.0
15.29,16.48,8,3.9,0,0,0,41.0
6.63,20.07,9,2.6,0,0,0,48.2
31.79,4.14,5,7.9,0,1,0,120.0
35.14,11.88,6,3.8,0,0,0,69.3
44.7,22.31,5,7.2,0,0,0,137.0
31.86,3.39,5,4.7,0,0,0,73.8
27.4,3.3,5,8.7,1,0,0,99.4
50.76,8.76,4,8.4,0,0,0,183.5
64.74,1.94,4,1.7,1,0,0,149.0
26.36,11.25,4,6.6,0,1,0,108.9
86.6,10.23,4,3.4,0,0,0,165.3
22.67,26.0,4,3.9,0,0,0,73.8
113.31,34.89,7,6.5,0,0,0,224.1
10.6,4.1,4,3.1,0,0,0,11.3
43.86,8.42,4,2.1,0,0,0,81.5
125.76,6.76,3,2.6,1,0,1,180.3
12.31,10.45,9,2.4,0,0,0,23.0
211.72,2.06,5,3.2,1,0,1,267.9
82.12,14.81,4,7.3,1,0,1,156.5
25.96,16.99,5,1.5,0,0,0,28.8
33.67,5.57,6,1.6,0,0,0,64.5
4.74,0.97,10,5.4,0,0,0,11.8
29.71,3.98,13,1.6,0,0,0,62.7
231.66,4.72,5,4.6,0,0,0,372.9
248.56,6.68,4,6.2,1,1,1,361.2
8.98,6.16,2,6.9,0,0,0,68.6
1.0,1.72,6,4.6,0,0,0,47.7
7.67,8.8,2,7.6,1,0,0,61.7
41.39,16.83,3,8.9,0,0,0,102.4
120.98,4.23,3,3.6,1,1,1,190.5
1.13,6.26,3,1.4,1,0,0,37.7
21.1,7.04,6,3.2,0,0,0,46.5
259.51,29.36,3,5.2,0,0,1,396.0
39.2,4.17,3,2.2,0,0,0,83.6
34.53,9.88,6,6.2,0,0,1,68.4
3.56,13.24,4,6.6,1,0,0,55.6
22.76,5.03,5,7.6,0,0,0,90.6
29.87,2.67,5,1.7,0,1,0,68.1
34.84,6.52,4,8.0,0,0,0,82.1
113.98,0.8,4,4.9,0,0,0,196.3
118.92,9.65,8,8.8,1,0,0,239.8
27.39,3.0,1,5.8,0,0,0,70.1
1.32,3.63,2,5.3,0,0,1,10.0
101.12,60.49,7,7.5,1,0,1,189.9
41.96,9.25,6,3.7,0,0,1,64.0
9.48,5.23,3,2.0,1,1,0,62.9
47.41,6.02,8,8.9,0,0,0,128.3
42.84,13.4,5,3.7,0,0,0,96.5
22.21,6.93,4,5.8,1,0,1,36.1
3.11,2.37,9,4.8,0,0,0,10.0
1.28,6.27,6,4.6,0,0,0,38.1
58.63,7.93,1,7.1,0,0,0,150.8
5.1,13.0,4,3.6,0,0,0,45.1
122.29,20.75,6,4.6,0,0,0,227.4
7.94,3.34,3,7.3,0,1,0,76.0
39.96,14.52,5,4.4,0,1,0,132.1
74.47,6.21,3,6.0,0,0,0,154.9
97.47,7.02,2,2.2,0,0,0,163.4
108.89,2.11,3,5.9,0,0,0,222.4
40.49,1.6,3,2.6,0,0,0,85.7
13.64,5.23,6,8.5,0,0,0,66.6
11.36,13.44,4,4.1,0,0,0,41.9
29.71,5.79,5,8.6,1,0,0,116.6
49.61,8.88,8,7.3,0,0,0,124.4
98.9,0.56,1,1.9,0,0,0,162.8
35.0,9.95,5,5.0,1,0,0,107.6
60.38,22.37,3,8.5,0,0,0,173.9
58.57,3.69,2,4.8,1,0,1,101.3
6.29,12.77,7,3.7,0,0,0,40.0
84.42,8.36,4,2.6,0,0,0,141.0
28.12,3.09,6,8.4,1,0,1,55.9
2.93,5.36,6,9.8,0,1,0,60.9
42.12,15.82,9,3.3,0,0,0,78.8
118.84,2.47,8,8.4,0,0,0,213.5
71.22,24.85,5,7.4,1,1,0,183.7
6.4,31.74,5,8.5,0,0,0,109.0
80.41,4.2,7,3.3,0,0,0,128.5
2.33,10.11,6,9.5,1,0,0,41.9
42.8,13.4,5,8.8,0,0,0,127.1
6.11,1.37,8,6.0,0,1,0,74.7
46.1,10.26,5,3.2,1,0,0,98.3
8.3,0.43,4,7.1,0,0,0,55.6
112.1,12.17,10,9.1,1,0,1,160.8
52.79,2.01,6,5.6,0,0,0,114.9
28.94,21.8,5,7.2,0,0,0,73.9
118.89,4.08,5,3.7,0,0,1,193.3
9.49,4.08,7,8.7,1,0,0,96.5
105.25,8.35,2,7.7,1,0,0,211.3
6.01,3.65,4,8.3,0,0,0,72.6
73.96,3.31,6,6.7,0,0,1,137.1
7.7,23.67,4,5.8,0,0,0,65.7
8.34,11.86,5,3.0,0,0,0,10.0
98.89,21.71,3,2.4,1,0,1,132.4
29.69,9.6,2,5.2,1,0,0,109.0
14.69,3.65,5,4.7,1,0,0,66.1
53.74,9.16,4,7.7,0,0,0,146.1
98.89,6.99,5,2.6,1,0,1,138.5
26.86,4.67,5,6.8,0,1,1,70.7
16.84,19.93,7,3.5,1,0,0,57.4
16.19,11.11,7,2.6,1,0,0,65.2
57.36,9.7,6,5.0,0,0,0,98.7
61.37,4.86,4,8.4,0,0,0,125.0
122.31,18.71,2,4.9,0,0,1,197.6
1.07,5.0,6,2.0,0,0,0,14.0
7.37,12.0,0,8.7,1,0,1,35.9
44.53,21.04,5,2.8,0,0,0,91.9
17.38,8.05,6,3.6,0,1,0,59.9
29.89,17.18,9,6.6,1,0,0,100.8
130.94,15.29,3,8.7,0,0,1,207.7
5.08,2.16,9,9.5,0,1,0,60.5
52.25,13.39,5,3.0,1,1,1,85.3
81.52,3.67,7,2.4,0,0,0,153.0
6.42,10.46,6,8.8,0,1,0,86.5
52.01,16.38,5,2.1,1,0,0,103.7
89.08,13.93,2,3.9,1,1,1,170.6
11.58,7.29,6,3.3,0,0,0,29.4
7.25,6.06,7,7.3,0,0,0,50.4
3.37,31.5,6,8.8,1,0,0,51.9
65.25,42.61,4,3.1,0,0,0,143.2
26.72,11.03,4,2.7,1,0,0,73.5
34.6,0.93,4,7.1,0,0,0,82.3
5.21,2.06,3,7.5,0,1,0,104.7
6.16,5.22,3,1.4,1,1,0,60.8
56.04,18.51,5,5.8,0,0,0,121.7
26.59,7.83,2,4.8,1,1,0,116.0
91.74,38.87,4,8.7,0,0,0,213.4
77.34,12.41,4,2.9,0,0,0,158.0
77.0,14.9,4,3.7,1,0,0,175.6
98.55,1.28,1,3.9,0,0,0,184.0
94.0,7.65,5,3.7,1,1,0,200.7
39.16,12.6,5,9.1,0,1,0,113.8
16.94,6.28,4,9.4,1,0,0,72.9
41.38,3.97,5,8.5,0,1,0,118.9
13.5,10.64,3,8.6,1,0,0,74.8
10.65,4.62,7,6.2,0,0,0,51.2
35.28,5.5,5,6.6,0,0,0,90.8
48.76,5.19,5,1.9,0,0,0,53.7
29.98,19.14,7,3.8,1,0,1,48.4
82.08,26.45,9,6.5,0,0,0,172.2
43.88,21.75,3,8.1,0,0,0,92.8
190.67,0.51,8,1.4,0,0,0,280.5
9.32,6.01,6,9.0,0,0,0,56.9
18.71,14.53,3,4.1,0,1,0,58.9
3.66,6.13,3,8.6,1,0,0,59.8
34.58,11.5,7,4.5,0,0,0,100.6
2.56,6.71,4,2.7,1,0,0,43.8
52.66,3.73,2,7.0,0,0,0,151.9
14.36,15.22,3,6.7,0,0,0,61.4
70.37,2.92,4,8.5,1,0,1,121.3
2.03,4.87,5,8.3,0,0,0,55.9
20.53,8.93,8,5.9,1,0,0,69.6
133.72,2.25,2,3.1,0,1,1,221.2
3.57,8.18,4,2.4,0,0,0,40.2
104.14,7.02,9,3.1,0,0,1,149.9
20.07,4.69,4,8.9,0,0,0,59.0
1.93,6.46,3,8.4,0,0,0,38.4
115.29,5.46,2,1.4,0,0,1,164.5
28.02,3.08,5,8.2,0,0,0,61.6
28.5,4.67,6,1.3,0,0,0,43.3
58.38,7.58,4,2.3,0,0,0,92.8
31.61,26.01,2,3.0,0,1,0,83.9
75.01,3.28,12,2.0,0,0,0,91.5
41.9,3.84,4,2.2,1,0,0,83.4
19.13,5.45,5,1.7,0,0,0,53.5
50.92,32.06,6,7.1,0,0,0,121.2
4.58,3.36,5,1.4,1,0,0,24.4
33.88,1.75,4,6.8,0,0,1,67.8
20.83,11.14,9,6.7,0,0,0,52.3
25.74,8.6,2,4.1,0,0,0,72.2
56.11,7.26,2,4.0,0,0,1,96.0
8.84,7.4,4,1.9,0,0,0,16.7
1.75,2.07,5,4.3,0,0,0,10.0
104.03,9.6,5,1.3,0,0,1,145.0
95.66,24.4,5,4.9,0,1,0,204.6
125.7,18.92,6,9.8,1,1,0,268.3
61.79,15.71,2,1.9,0,0,0,149.5
107.72,53.37,9,9.0,0,0,0,222.6
19.51,4.4,5,1.5,0,0,0,33.7
8.12,5.52,5,7.5,1,0,0,86.6
59.35,2.9,5,9.2,0,0,0,134.5
21.73,43.43,2,9.3,1,0,0,143.3
15.95,7.98,5,3.0,1,0,1,20.8
44.85,13.18,0,5.0,0,0,0,108.6
7.82,7.06,2,2.6,0,0,0,51.8
44.92,3.19,8,2.5,0,0,1,50.5
103.41,4.21,7,3.7,0,0,1,136.3
58.31,4.43,6,6.9,0,0,0,153.3
35.7,2.24,5,9.5,0,0,0,116.9
33.33,1.06,5,9.1,0,0,0,101.5
19.17,10.19,9,9.7,0,0,0,83.6
71.19,11.07,4,9.1,0,0,1,172.5
136.63,15.45,6,2.6,0,0,0,234.1
32.16,17.84,6,8.0,1,0,0,111.3
107.38,3.37,4,2.3,1,0,1,147.1
1.13,43.29,5,2.3,1,0,0,36.1
10.52,15.28,8,7.3,0,0,0,54.9
2.67,9.3,6,5.7,0,0,0,43.6
38.27,11.87,6,6.1,0,0,0,105.4
20.02,1.81,10,8.2,1,0,1,33.6
92.36,5.55,7,2.8,1,0,1,143.3
57.3,18.44,7,4.4,0,1,0,141.8
48.27,2.9,3,2.2,0,0,0,107.1
6.7,5.34,1,9.0,0,0,0,51.9
16.28,3.04,7,7.9,0,0,0,63.9
64.64,35.2,2,5.1,0,0,0,134.3
11.27,47.41,5,5.6,0,1,0,78.8
60.09,3.77,2,9.1,0,0,0,156.6
115.47,53.44,2,2.0,0,0,0,211.2
101.98,4.51,6,7.2,0,0,0,182.0
1.54,7.24,1,3.3,1,0,1,31.3
106.36,5.88,9,9.2,1,1,0,217.6
17.22,15.0,5,4.5,0,1,0,120.6
28.56,1.01,2,1.1,0,0,0,57.0
37.82,37.43,7,6.8,0,0,0,92.7
26.43,6.23,4,2.5,0,1,0,78.2
49.56,2.71,5,8.8,0,0,0,121.5
90.05,3.38,4,2.7,0,0,0,138.0
59.53,3.1,4,3.1,0,0,0,122.9
13.65,3.45,3,6.8,1,0,0,75.3
125.6,24.95,6,8.5,0,1,1,241.8
59.29,2.39,2,1.2,1,0,1,95.3
7.34,3.51,8,5.0,0,0,0,24.5
65.44,11.64,5,2.3,1,0,1,91.7
1.73,34.29,5,5.1,0,0,1,37.7
49.02,4.57,5,7.6,0,1,0,144.2
129.29,11.2,5,3.4,1,0,1,187.8
42.77,26.73,4,4.7,0,0,0,94.1
18.33,18.24,9,1.6,0,0,0,51.4
222.41,11.53,5,8.8,0,0,1,337.7
82.65,49.72,4,8.0,0,1,0,217.7
14.24,10.09,5,4.3,0,1,0,68.9
3.75,17.91,1,3.4,0,1,0,76.2
169.2,2.62,5,8.8,1,0,1,272.3
1.8,0.93,5,6.2,0,1,0,70.2
56.42,8.05,4,7.0,0,0,1,90.1
204.24,34.19,9,4.8,0,0,1,317.8
14.03,10.1,4,2.9,0,0,0,56.9
130.16,8.42,5,2.7,0,0,1,176.1
27.33,3.53,6,2.8,0,1,0,87.9
13.44,4.55,6,3.3,0,0,0,39.2
4.28,11.7,9,9.6,0,0,0,64.8
45.96,16.79,4,8.3,0,0,0,147.9
59.44,100.0,5,1.4,0,1,0,170.1
51.84,3.81,4,8.5,0,0,0,145.1
46.46,6.17,4,9.3,1,0,0,132.1
48.53,6.34,10,3.6,0,0,0,104.3
35.97,30.69,4,6.5,1,1,1,118.4
12.04,5.04,7,7.3,0,0,0,63.4
46.52,0.78,3,1.8,1,0,0,103.0
109.3,16.7,4,3.0,0,1,0,206.8
1.0,1.12,3,4.1,0,0,0,35.9
202.08,18.68,3,6.4,0,0,1,293.6
180.1,0.29,3,3.8,1,1,0,336.0
15.51,17.37,3,4.9,0,0,0,62.7
27.59,7.91,4,1.7,0,1,0,75.3
41.63,17.25,4,3.5,1,0,0,120.3
93.42,2.05,6,9.7,0,0,0,185.4
3.15,20.09,4,9.0,0,0,0,58.2
12.86,8.72,4,7.7,0,0,0,93.3
53.96,7.04,3,2.1,1,0,1,102.6
3.18,1.56,4,8.9,0,0,0,44.5
111.59,17.27,3,1.9,1,0,0,222.6
108.72,8.76,7,3.4,0,0,0,191.7
5.19,3.75,6,2.7,0,0,0,13.8
26.85,13.47,3,2.6,0,0,1,50.3
35.69,2.21,4,7.2,0,0,0,87.9
52.34,34.26,4,2.2,1,0,0,128.2
39.06,3.88,4,8.9,0,1,0,116.3
1.0,10.67,6,4.7,0,1,0,50.6
6.93,5.66,4,1.4,1,1,0,45.9
89.33,2.6,5,8.6,0,0,0,177.3
77.63,6.46,7,7.3,0,0,0,144.9
1.0,11.47,4,8.1,0,1,0,53.6
1.0,6.89,3,5.2,0,1,0,66.1
95.24,6.16,7,8.4,0,0,0,194.8
22.42,30.02,5,1.3,0,1,0,76.3
26.11,4.35,5,6.6,0,0,0,67.7
144.3,37.6,5,1.4,0,1,0,252.9
113.66,9.0,5,3.1,0,0,1,160.7
24.76,8.36,8,7.1,0,0,0,56.9
80.12,8.28,7,4.5,0,0,0,139.5
30.21,6.43,3,7.7,0,0,0,105.7
28.08,4.46,5,2.5,1,1,0,86.5
1.0,23.19,3,6.8,0,0,0,48.2
78.87,1.68,3,5.1,0,0,1,138.0
82.43,1.2,12,2.3,0,0,1,59.7
72.27,20.58,3,7.1,0,0,1,142.3
167.7,1.19,7,7.6,1,0,1,259.4
2.45,100.0,5,9.6,0,0,1,116.9
170.43,12.35,6,9.8,0,1,1,294.7
97.76,37.2,4,6.9,0,0,0,212.8
6.26,17.09,4,5.8,0,0,0,69.6
2.16,2.98,9,7.0,1,1,0,51.1
1.04,4.05,7,5.1,0,0,0,52.3
6.2,0.58,5,4.6,0,0,0,53.8
85.61,21.93,8,1.9,1,0,0,142.3
23.13,12.85,4,9.0,1,0,1,82.4
48.58,40.67,8,8.2,0,0,0,115.5
25.03,2.82,4,9.6,1,0,0,117.8
42.4,13.55,5,7.3,0,0,0,110.5
16.3,34.61,5,3.2,1,1,1,74.1
114.32,3.6,2,6.6,0,0,0,235.4
48.18,19.72,6,4.1,0,0,1,86.4
31.3,9.06,10,6.0,0,0,0,61.1
16.22,4.69,2,8.0,1,0,0,127.4
17.59,7.7,4,9.8,1,0,1,74.6
59.53,19.33,5,2.4,1,0,1,100.0
26.38,7.27,3,4.3,0,0,0,83.6
41.59,3.15,8,9.4,0,0,0,127.8
218.87,2.36,7,2.4,0,0,1,298.2
18.99,6.91,5,1.6,0,0,0,52.2
26.34,7.95,6,4.3,1,0,0,77.2
19.4,8.79,8,8.9,1,0,1,82.3
4.71,1.69,6,4.7,0,0,0,43.6
140.92,3.84,5,6.2,0,0,1,193.7
69.38,3.87,5,2.9,0,0,0,138.0
47.52,28.14,5,1.2,1,0,1,77.4
1.21,1.0,3,1.9,0,0,1,10.0
89.56,4.72,5,5.9,0,0,0,178.8
3.73,9.42,5,5.7,0,0,0,18.6
6.89,2.59,7,2.5,1,0,1,10.0
4.56,9.16,7,3.0,0,0,0,43.9
7.91,2.73,4,4.3,0,0,0,46.3
50.75,13.47,7,4.6,0,0,0,108.4
4.24,13.43,2,8.1,0,0,0,68.7
50.38,4.66,6,6.4,1,0,0,119.6
74.94,18.03,6,3.5,1,0,1,110.2
30.64,4.47,8,7.7,0,0,1,75.6
50.87,3.4,8,7.1,0,0,1,79.5
21.84,22.52,5,6.7,0,0,0,64.6
68.8,25.25,7,7.3,0,0,0,175.4
216.87,9.73,3,5.0,0,1,1,318.9
20.8,10.68,8,9.5,0,1,0,120.9
46.98,21.39,3,7.4,0,0,0,109.7
178.04,9.02,4,3.7,1,0,0,321.6
1.62,6.94,4,1.2,0,0,0,17.8
16.39,9.23,6,3.8,0,0,0,49.1
8.76,4.03,6,5.2,1,1,0,72.0
46.89,7.06,4,3.6,1,0,1,48.3
9.77,3.52,4,1.5,1,1,0,53.8
18.83,8.34,3,2.0,0,0,0,56.8
28.43,2.56,2,9.9,0,0,0,111.6
2.77,19.48,2,2.4,0,1,0,39.7
17.6,5.0,5,4.7,0,0,0,46.0
12.79,8.11,5,3.1,0,1,0,47.9
28.09,4.53,6,8.3,0,0,0,82.4
311.44,15.99,6,4.6,0,1,1,448.4
308.52,8.56,6,3.1,1,1,1,454.5
10.12,10.98,3,8.2,1,0,0,70.0
62.97,4.22,6,5.1,0,0,0,139.7
111.11,8.36,3,3.7,1,0,1,173.7
36.72,32.17,3,4.1,1,1,1,105.3
67.32,3.76,3,4.7,0,0,0,139.8
26.79,2.28,7,4.8,1,1,1,57.9
45.68,3.4,3,3.6,0,0,0,105.7
30.93,100.0,7,10.0,1,0,1,70.2
17.99,2.59,5,6.0,1,1,0,94.9
7.95,17.48,3,5.7,0,0,0,60.8
