prior_score,attendance_rate,parental_income,class_size,learning_disability,after_school_tutoring,final_score
68.6,68.4,34385.67,16,0,0,79.6
71.5,68.4,68446.16,28,0,1,90.5
69.7,87.8,38390.71,38,0,1,97.7
60.3,70.3,103160.41,38,0,0,84.4
78.5,55.7,35271.36,32,0,0,85.7
51.3,73.9,73441.5,39,0,0,76.4
34.3,77.0,38493.69,39,0,0,51.6
49.4,46.6,87222.02,23,1,0,63.8
86.0,94.3,74581.25,39,0,0,93.3
60.6,86.4,67496.54,37,0,0,78.7
69.1,81.2,159606.66,39,0,0,89.8
60.9,84.5,42139.3,38,0,0,70.6
73.4,88.9,95133.4,22,0,0,89.9
66.1,75.9,107581.75,21,0,0,87.4
64.0,88.6,95147.04,27,0,0,85.8
74.2,77.3,42673.17,16,0,0,84.7
58.0,61.6,53247.23,16,1,1,80.2
70.6,87.8,44223.79,30,0,0,80.6
62.4,84.0,51603.77,30,0,0,77.7
63.4,77.5,39317.11,38,0,1,83.0
52.7,86.2,49930.06,32,1,0,63.7
61.8,79.4,124718.38,16,0,0,85.9
56.9,86.5,51040.83,21,0,0,81.6
81.9,81.9,63127.92,21,0,0,87.6
39.7,72.7,41659.48,31,0,0,59.1
78.3,86.5,59426.99,37,0,0,86.5
38.8,76.0,90520.84,26,0,0,68.4
73.1,78.4,76475.41,27,0,0,82.2
52.4,77.0,121679.59,19,0,0,83.4
73.5,82.9,32698.88,29,0,0,79.9
63.2,87.9,41020.04,35,0,0,77.2
43.5,77.1,48705.62,16,0,1,82.5
85.4,86.1,128342.65,20,0,0,93.5
76.6,56.4,69521.59,18,0,0,81.8
72.5,84.3,29480.07,37,0,1,90.9
55.4,79.9,103374.99,27,0,0,71.8
77.2,89.9,63246.58,16,0,0,88.8
45.8,60.3,93447.97,38,0,0,58.4
31.6,86.4,132160.91,19,0,0,65.9
41.6,71.8,36724.54,22,0,0,60.9
51.2,91.1,132139.93,30,0,0,84.5
53.7,83.9,57693.48,21,0,0,72.0
58.5,97.8,48680.8,17,0,0,79.8
59.1,90.3,64688.04,39,0,0,69.8
55.3,75.6,32983.07,23,0,0,63.0
33.3,92.1,59280.51,27,0,0,65.9
67.9,45.5,53032.17,16,0,0,70.0
61.0,73.8,37456.08,33,0,1,84.7
54.6,96.0,43338.83,25,0,0,68.7
86.0,77.3,105774.01,24,0,0,93.5
61.4,89.1,54784.42,25,0,0,80.8
65.9,80.4,36667.08,31,0,1,82.1
76.9,82.4,74912.77,31,0,0,100.0
42.7,73.8,87844.82,17,0,0,67.8
64.7,60.2,59814.25,26,0,0,69.9
76.9,78.8,32303.69,17,0,0,82.6
63.6,92.2,16759.92,19,0,0,71.5
45.4,87.7,38161.33,20,0,1,88.4
57.8,76.2,101430.51,34,0,0,72.6
67.8,88.4,96898.73,24,0,0,86.4
33.4,83.1,40214.24,25,1,1,74.1
44.7,77.5,53212.09,37,0,0,66.9
94.6,94.3,84872.16,33,0,0,100.0
72.3,83.8,55869.48,34,0,0,78.8
87.3,83.7,95622.18,25,0,0,95.9
78.0,65.7,57033.12,35,0,0,85.5
70.9,92.5,76175.78,22,0,0,92.6
60.4,89.0,50950.58,23,0,0,78.7
70.7,87.4,40458.7,17,1,0,68.5
86.7,60.1,107242.59,15,0,0,87.3
77.4,66.9,28254.72,16,0,0,82.4
67.5,95.3,44362.59,16,0,0,85.8
62.4,76.5,57115.37,17,0,0,79.4
72.5,80.5,91980.31,32,0,0,88.8
57.0,48.1,38582.64,31,0,1,76.8
72.5,73.6,63794.49,26,0,0,79.1
54.5,92.1,29933.7,20,0,0,71.3
59.7,88.8,74622.05,21,0,1,98.2
49.6,77.5,149023.14,31,0,0,78.4
58.4,79.1,22476.28,23,0,0,72.5
54.7,87.2,41618.79,37,0,0,60.9
90.4,67.7,90986.63,26,0,0,87.7
51.6,88.8,260882.1,28,0,0,92.2
70.8,88.0,80340.75,25,0,0,86.4
50.8,80.9,41576.11,18,0,0,68.2
65.7,90.1,55587.37,33,0,0,81.7
69.3,81.3,32421.38,20,0,0,82.4
37.2,99.1,89551.21,33,1,0,52.3
44.0,84.6,101017.85,30,0,0,61.8
50.7,74.0,120950.89,30,0,0,72.3
45.5,61.2,50764.99,18,0,0,66.1
66.3,89.2,39984.11,39,0,0,79.0
68.6,90.3,126434.92,19,0,0,88.6
49.1,78.2,119421.11,24,0,0,80.8
66.9,87.8,36536.35,19,0,0,90.1
58.6,79.1,49623.39,23,1,1,90.6
63.5,79.4,88855.0,32,0,0,87.6
55.6,44.5,52779.7,37,0,0,56.3
72.3,86.9,60829.02,37,0,0,83.8
89.5,48.6,28722.84,20,0,1,93.8
76.6,91.0,34160.97,28,1,1,97.9
85.9,77.2,57198.45,34,0,0,83.1
44.0,97.3,42218.42,37,0,0,66.2
54.9,76.7,33724.91,30,0,0,65.5
73.5,78.4,51170.99,17,0,0,87.2
87.6,87.9,38608.55,39,0,0,87.6
74.8,67.7,60720.35,15,0,0,75.2
49.6,77.7,98346.02,20,0,0,75.5
58.5,78.4,51501.55,15,0,0,78.7
70.0,76.0,48385.64,20,0,0,75.6
62.5,63.3,102421.21,35,0,0,80.3
53.0,92.8,86401.62,19,0,0,77.6
60.6,83.1,89232.77,26,0,0,79.8
64.8,96.8,16977.53,20,0,0,67.0
48.7,82.0,47851.0,22,0,0,74.0
79.8,81.7,44987.05,39,0,0,86.6
58.4,46.0,39624.7,33,0,0,66.3
63.9,83.2,101396.65,19,0,0,85.3
80.5,63.3,45627.74,29,0,0,83.9
63.1,72.5,29875.82,28,0,1,97.4
79.7,81.5,67716.43,30,0,0,93.4
49.6,88.5,59646.63,20,0,0,69.2
71.5,91.7,37751.72,31,0,0,95.6
77.6,72.9,99602.08,31,0,0,91.8
52.6,76.5,78076.26,30,0,0,81.4
62.3,74.5,77950.48,15,0,0,79.7
62.6,72.7,76266.05,32,0,0,77.1
68.1,66.5,103238.52,18,0,0,76.5
72.1,78.7,55397.91,36,0,0,72.1
51.3,89.5,32183.91,17,0,1,90.0
64.1,68.5,53981.13,39,0,1,89.1
88.9,79.0,26165.27,17,0,0,92.0
80.8,76.7,35205.99,27,0,0,81.2
76.9,76.0,134529.38,34,0,0,95.0
62.1,83.5,34534.28,18,0,0,80.2
96.9,87.9,33290.43,25,0,0,100.0
80.4,82.4,83684.67,35,0,0,100.0
65.6,96.2,92189.9,19,0,0,89.7
68.3,94.1,26025.83,16,0,1,100.0
58.1,83.8,67805.05,20,0,0,78.6
70.9,79.7,45515.29,39,0,0,80.5
73.9,53.3,70635.53,19,0,0,75.2
75.5,56.2,51465.32,15,0,0,80.7
62.3,97.2,30248.4,39,0,0,74.3
42.9,88.3,47066.71,37,0,0,59.7
68.6,91.7,81870.48,37,0,0,76.3
75.6,80.9,158237.51,25,0,0,94.8
50.3,52.4,72760.23,20,0,0,60.4
63.6,84.3,49243.72,31,0,0,76.2
85.1,75.2,33195.72,25,0,0,90.9
46.9,82.5,55313.6,21,0,1,84.3
60.7,83.6,49552.02,30,0,0,69.0
87.3,84.9,69765.13,34,0,0,86.3
67.4,84.8,58115.49,19,0,0,77.9
57.1,84.3,76098.96,21,0,0,73.5
64.9,82.0,50018.45,17,0,0,72.0
77.4,88.8,140724.39,16,0,0,100.0
61.9,85.2,80170.5,15,0,0,83.6
74.0,98.7,42051.6,22,0,1,93.7
68.5,91.7,98770.61,38,0,0,80.2
69.8,72.0,33590.37,21,0,0,81.7
74.9,80.5,39052.4,24,0,0,76.0
60.6,72.3,40115.04,28,0,0,67.2
50.8,89.8,116330.4,23,0,0,76.7
72.1,87.7,54755.01,25,0,0,80.0
63.0,81.2,43724.2,15,0,0,87.4
58.3,83.1,64994.11,33,0,0,77.1
72.9,37.4,78514.14,35,0,0,76.9
84.2,82.3,132533.5,28,0,0,97.2
62.7,69.6,28325.11,32,0,1,92.9
65.1,72.0,112606.69,37,0,0,82.4
47.3,84.2,21297.13,26,0,0,62.3
61.7,80.4,94196.95,36,0,1,88.3
68.3,93.6,107113.14,24,0,0,84.8
64.7,94.2,109922.94,32,0,0,83.8
59.6,76.6,79572.12,38,0,1,95.7
75.9,79.6,35152.41,17,1,0,77.9
65.9,91.5,86989.24,18,0,0,84.7
100.0,81.9,35110.2,35,0,0,96.8
68.1,65.6,37445.85,36,1,1,79.5
23.8,93.8,47660.93,23,0,0,51.2
48.3,63.8,49857.51,26,0,0,55.1
73.0,84.3,67531.65,23,0,1,97.4
55.4,90.7,42289.74,23,0,0,74.9
56.3,90.8,70604.4,30,0,0,79.3
46.4,80.2,30147.0,38,0,1,80.5
57.8,84.5,61047.45,19,0,0,81.2
67.9,75.2,52248.76,19,1,0,76.5
70.8,87.2,99400.71,28,0,0,91.4
49.7,92.3,104530.67,34,0,0,81.3
77.1,78.6,54996.27,28,0,0,80.1
47.1,87.5,22477.2,29,0,1,78.5
71.6,85.1,28648.72,30,1,1,95.1
70.1,90.9,105016.43,21,0,0,95.5
51.0,74.8,55732.66,25,0,0,77.0
49.2,68.2,143569.9,18,0,0,67.4
70.7,98.0,93746.21,19,0,0,89.8
56.6,31.9,68021.94,28,0,0,58.7
62.1,58.9,63848.92,23,0,0,72.3
75.3,67.6,33710.17,37,0,1,97.6
72.2,94.2,43666.79,23,0,0,86.1
51.3,94.3,73728.03,38,0,0,65.9
64.2,79.6,50385.42,25,0,0,76.1
51.0,86.8,75670.24,33,0,0,69.6
78.0,92.7,100169.52,33,0,0,96.7
88.0,71.0,54730.25,26,0,0,86.3
52.3,93.3,48253.71,29,0,1,92.3
64.5,78.0,38247.99,16,0,0,74.9
78.8,87.6,90893.43,26,0,0,100.0
65.4,43.9,87268.96,17,0,0,78.5
73.4,73.7,178713.55,29,0,0,93.1
65.8,95.6,65409.96,28,1,0,70.5
49.1,73.1,57049.86,33,0,0,66.5
66.8,88.7,75634.13,17,0,0,94.6
81.9,82.0,51845.45,29,0,0,90.8
69.7,67.8,38458.78,25,0,0,78.3
89.4,86.5,62591.84,36,0,0,97.0
38.4,90.3,75275.19,23,0,0,69.2
70.7,79.9,77811.63,21,0,0,87.4
55.3,90.0,74759.63,21,0,0,80.0
51.9,91.5,101920.1,21,0,0,72.6
85.0,67.2,77672.76,31,1,0,72.6
61.2,88.4,68548.74,18,0,0,82.9
59.7,54.3,31799.54,39,0,1,85.9
70.2,73.5,67706.63,18,0,0,79.0
32.7,91.2,54971.75,21,1,1,76.3
85.3,93.6,34173.06,16,0,0,94.3
93.6,88.4,76913.37,36,0,0,100.0
78.7,84.9,77582.61,19,0,0,82.6
71.2,82.2,74065.26,24,0,0,84.4
61.8,85.5,79046.97,32,0,0,78.2
48.9,64.0,63701.08,28,1,1,79.6
82.9,65.3,52925.27,17,0,1,94.4
78.7,43.5,145077.21,17,0,0,85.3
71.8,63.5,64480.47,33,0,0,77.3
70.0,34.7,16792.86,35,1,1,68.8
69.5,90.3,17785.61,39,1,1,94.0
57.1,78.8,109367.81,27,0,0,77.9
100.0,87.9,23932.73,21,0,0,95.0
60.7,87.2,45607.7,20,0,1,89.2
58.6,88.5,32600.99,34,0,1,92.2
81.8,79.7,51467.91,27,0,1,92.7
64.6,91.3,72624.31,19,0,0,86.0
64.7,67.2,42944.84,20,0,0,78.6
86.2,78.2,39822.84,26,0,0,85.5
75.2,86.6,86218.54,22,0,0,77.5
75.9,91.2,223226.0,39,0,0,99.2
43.7,82.0,78449.67,32,0,0,65.7
71.0,73.6,37910.69,38,0,0,76.7
49.9,73.8,92556.0,29,0,0,80.0
58.2,82.8,143210.26,22,0,0,85.3
67.6,83.9,101892.28,27,0,0,93.3
64.5,66.6,27671.1,21,0,0,76.6
74.8,86.1,77981.28,30,0,0,88.9
76.6,87.9,47594.89,34,1,0,75.5
77.7,79.3,61467.14,39,0,0,74.9
44.8,84.1,49658.54,37,1,1,70.7
100.0,63.4,86801.09,19,0,0,100.0
64.6,79.6,50187.71,34,0,1,93.0
83.2,86.0,121651.54,36,0,0,100.0
27.3,89.3,59785.28,29,0,1,74.0
61.0,87.1,53544.1,36,0,0,77.4
43.1,80.8,79689.02,39,0,0,68.4
52.1,57.7,71582.43,37,1,0,53.1
65.8,74.4,80838.52,29,0,0,74.2
60.0,79.5,56015.38,15,0,0,70.8
84.7,67.5,116686.72,18,0,0,90.7
91.5,75.1,98236.39,34,0,0,93.9
50.5,89.0,59507.79,35,0,0,67.5
57.7,63.4,90340.27,35,0,0,74.4
49.5,69.6,52496.27,18,0,0,66.3
82.3,68.6,79629.0,29,0,0,81.9
67.4,90.7,90459.62,17,0,0,88.7
65.5,80.5,67836.67,20,0,0,74.2
69.7,70.6,39732.9,28,0,0,75.4
60.3,91.3,32967.64,16,0,0,71.0
52.2,81.2,69337.9,39,0,0,67.1
65.8,84.2,41692.08,36,0,0,74.3
61.0,88.2,101433.88,35,0,0,78.6
70.2,80.2,28158.87,30,0,0,76.8
40.5,86.9,115684.26,17,0,0,71.4
67.8,88.0,61419.52,34,0,0,86.2
54.7,71.6,39060.28,20,1,1,77.9
67.3,95.7,47778.36,17,0,0,68.1
78.6,95.2,54079.58,37,0,0,82.5
56.7,87.6,76230.2,29,0,0,81.6
83.0,68.7,32447.38,19,0,0,88.0
38.9,72.1,37065.93,15,0,1,78.2
88.2,74.9,50912.81,39,0,0,87.2
83.6,64.8,58961.27,39,0,0,75.1
51.7,88.2,85669.08,31,0,0,69.7
51.8,78.9,68501.88,34,0,0,66.3
42.6,82.8,49279.24,26,0,0,68.2
78.8,86.0,67388.2,34,0,0,86.9
60.0,85.5,65038.97,24,1,0,61.7
58.9,83.7,52793.04,38,0,1,84.7
48.2,92.5,63457.85,16,0,0,76.3
92.2,81.5,20419.24,37,0,0,89.2
50.4,94.3,95486.72,22,0,0,71.5
65.4,91.1,78745.4,33,0,0,86.8
68.2,87.3,126625.74,30,0,0,91.7
59.0,85.3,39915.71,33,0,0,70.6
56.0,87.9,79678.09,23,1,0,60.7
59.5,74.4,23098.16,22,0,0,77.9
73.5,69.7,24764.95,31,0,0,80.4
59.8,65.8,53184.7,29,0,0,70.7
89.4,87.4,44831.52,16,0,0,87.7
53.3,74.7,101080.24,18,0,0,77.3
76.3,83.7,107922.86,20,0,0,86.0
38.7,88.6,113756.55,29,1,0,62.4
53.3,68.5,80736.46,27,0,0,73.5
52.8,67.2,82495.97,17,0,0,68.0
48.4,59.8,31544.38,34,0,0,63.3
69.3,58.2,120553.74,30,0,0,79.8
63.3,57.5,111965.5,28,0,0,82.9
30.8,94.2,30032.33,18,0,1,79.8
94.9,54.6,75661.41,24,0,0,96.4
67.6,75.2,45553.51,37,0,0,89.4
65.0,79.7,150965.65,37,1,0,72.3
84.7,88.2,36772.07,37,0,1,94.5
79.8,96.0,62711.23,18,0,0,91.8
60.5,66.9,65708.57,26,0,0,76.1
35.7,70.8,58297.97,19,0,1,77.9
73.5,45.9,175286.64,18,0,0,88.4
50.6,64.8,139459.09,23,0,0,70.9
83.6,89.6,26402.1,34,0,1,92.8
53.4,69.5,76386.56,15,0,0,73.2
58.2,78.0,59535.32,30,0,0,73.3
44.9,68.9,90866.44,22,0,0,62.1
46.1,86.4,66599.21,27,0,0,64.4
63.4,96.2,39882.64,36,0,0,75.7
62.0,75.6,35641.03,32,0,1,89.5
57.9,92.0,48974.09,15,0,0,69.2
95.8,88.6,56372.17,21,0,0,95.2
74.1,87.7,65969.9,28,0,0,91.3
65.2,91.8,45013.69,22,0,0,82.6
23.6,92.5,140503.39,30,0,0,61.9
77.4,76.7,78247.12,28,0,0,92.2
100.0,85.4,92686.55,24,0,0,100.0
62.2,70.9,55861.73,23,0,0,72.8
52.8,70.6,35640.46,34,0,0,67.2
67.4,72.6,93122.43,21,0,0,83.1
43.5,85.9,36434.37,19,1,1,88.1
71.9,71.5,21776.64,28,0,1,87.0
87.5,50.1,79444.31,32,1,0,80.7
54.9,42.4,41035.52,33,0,0,60.9
55.4,89.8,50658.85,22,0,0,67.4
63.8,73.6,84710.47,24,0,0,80.6
57.5,83.3,37601.92,25,0,0,70.2
42.3,90.2,26873.52,19,0,1,92.1
59.2,79.2,110162.5,29,0,0,75.2
56.2,79.0,58153.75,17,0,0,70.4
85.5,81.9,112271.16,38,0,0,95.6
82.3,73.4,81884.62,37,0,0,79.8
86.0,86.2,83101.95,21,0,0,100.0
77.0,58.0,64972.38,21,0,0,87.8
68.1,81.3,64945.47,35,1,0,73.4
51.9,68.0,105583.29,34,0,0,72.5
84.9,85.6,89970.4,36,0,0,96.4
70.2,80.4,44599.97,20,1,0,71.9
46.3,76.2,76611.34,36,0,0,71.3
51.3,87.1,43928.93,38,0,0,77.6
46.0,91.0,51210.35,20,0,0,68.3
34.2,70.8,79554.01,24,0,0,58.9
70.8,94.6,43598.63,34,0,0,81.4
46.4,65.2,64460.41,26,0,0,58.7
53.7,72.8,72406.49,18,0,0,72.6
65.6,92.0,50530.52,19,0,0,72.8
62.2,73.8,85805.8,37,0,0,82.9
54.3,83.2,48062.96,30,0,0,77.4
87.8,55.5,95924.36,27,0,0,86.3
42.1,93.3,63917.47,15,0,0,63.4
42.7,88.1,65278.82,15,0,0,72.7
71.9,79.7,38201.21,30,0,0,72.2
55.6,74.7,53246.54,35,0,0,65.5
55.0,82.8,66001.2,19,0,0,68.9
48.8,82.4,99928.52,31,0,0,74.4
70.1,86.0,50978.43,37,0,0,82.5
68.4,81.4,99743.23,21,0,0,86.1
66.8,94.2,41035.35,18,1,0,70.4
56.3,74.2,70762.29,16,0,0,77.0
53.7,45.8,46472.31,16,0,0,64.3
62.6,88.2,129584.0,18,0,0,93.6
79.5,93.4,118401.6,16,0,0,100.0
88.5,91.5,69068.45,15,0,0,92.5
81.7,92.9,45819.45,31,0,0,86.9
72.6,83.0,28043.52,22,1,0,69.3
79.7,96.9,72340.94,32,0,0,86.0
47.3,93.7,66421.01,23,0,1,97.0
54.3,76.7,91957.33,16,0,0,79.0
72.9,98.9,28762.24,18,0,1,98.2
63.2,85.4,64264.31,37,0,0,79.6
70.1,94.3,74198.03,21,1,0,73.6
79.7,61.5,38139.84,25,0,0,85.7
77.4,65.0,63466.2,22,0,0,82.3
48.6,79.3,41627.88,17,0,1,77.5
65.2,60.5,39629.27,31,0,1,82.3
51.2,79.7,45921.9,18,0,0,75.4
53.3,69.6,52415.14,30,0,1,86.3
39.3,66.0,111231.34,17,0,0,67.7
67.0,80.6,50976.21,34,0,0,76.9
38.2,88.8,39225.19,36,0,0,53.5
70.9,91.1,89899.28,30,0,0,81.0
85.4,93.8,100091.93,15,0,0,100.0
73.0,83.1,90194.52,27,0,0,91.5
65.8,86.5,118733.13,31,0,0,78.3
88.0,74.0,65915.56,26,0,0,97.2
69.9,97.8,64718.55,30,0,0,82.1
52.1,92.5,42110.93,16,0,1,92.6
66.9,76.1,120512.57,24,0,0,84.7
94.4,76.5,57177.63,17,0,0,98.9
48.6,98.6,51442.17,26,0,0,75.3
44.3,73.3,49192.48,35,1,1,76.7
74.2,60.0,82313.2,39,0,0,86.1
61.6,80.8,62428.21,20,0,1,100.0
57.0,88.4,65824.73,19,0,1,96.9
46.1,78.8,50905.82,38,0,0,59.4
35.7,55.7,54222.42,15,0,1,81.5
43.2,72.2,55601.6,37,0,1,81.0
89.2,59.6,121879.15,30,0,0,92.8
64.9,88.0,24328.02,22,0,0,72.1
35.6,86.2,74913.97,27,0,0,70.4
82.8,66.1,103164.61,39,0,0,88.8
83.5,88.1,23878.55,28,0,0,94.0
83.4,89.6,57772.07,25,0,0,94.8
58.7,86.9,97836.73,39,0,0,74.5
61.0,94.5,41089.82,26,0,0,73.1
67.1,95.5,68478.18,27,0,0,82.6
86.0,80.3,37571.88,22,0,0,89.0
56.7,77.9,60872.85,24,1,0,61.1
53.7,76.6,113413.36,17,1,0,72.6
75.4,92.3,139777.28,20,0,0,96.1
83.1,74.0,68024.17,35,0,0,89.3
64.2,96.5,31587.52,33,0,0,72.3
75.1,71.6,51265.04,32,0,0,72.3
66.7,71.6,24183.25,32,0,0,77.9
61.2,92.8,51689.34,34,0,1,89.8
52.6,87.3,96988.64,39,1,0,63.4
47.7,76.9,30289.57,32,0,1,83.9
55.8,51.6,53985.08,30,0,0,66.8
50.4,85.4,39811.3,35,0,1,85.2
69.3,72.4,146802.67,27,0,0,83.8
83.3,50.7,73082.43,38,0,0,81.0
68.1,83.0,91600.03,25,0,0,75.5
51.2,71.4,69306.77,32,0,0,70.8
77.8,88.4,87596.11,30,0,0,92.7
69.5,90.5,102777.37,28,0,0,89.3
72.4,86.3,61031.86,21,0,0,85.2
57.2,83.8,45908.56,20,1,1,92.6
82.0,77.4,37510.59,31,0,1,100.0
81.9,81.7,144259.05,37,0,0,100.0
62.2,75.7,90250.04,29,0,0,78.3
75.8,81.3,19700.49,24,0,1,95.4
81.5,78.1,52980.97,39,0,0,86.2
58.0,64.2,73720.91,31,0,0,68.6
63.8,67.4,138154.52,16,0,0,84.8
66.2,71.1,34498.19,37,0,0,74.0
48.5,25.1,74100.34,31,0,0,62.9
71.6,51.6,49027.42,27,1,0,72.4
80.3,87.8,32910.08,32,0,0,87.2
62.8,52.4,117326.38,33,0,0,80.0
70.1,47.8,36971.95,16,0,0,73.6
86.0,70.2,97284.21,16,0,0,97.6
58.9,79.9,26976.13,32,0,1,93.3
70.4,77.9,46863.45,21,0,1,100.0
56.5,91.0,79699.37,24,0,0,68.1
56.0,93.9,85681.19,18,0,0,82.0
70.1,81.6,74491.55,18,1,0,72.7
68.6,89.1,97998.69,38,0,0,87.3
73.3,82.8,51828.7,35,0,0,84.7
66.1,93.8,120113.66,15,0,0,85.0
72.0,95.1,71561.22,16,0,0,79.4
90.0,78.3,86457.08,24,0,0,97.5
80.9,61.5,71811.23,29,1,0,73.1
70.1,69.0,76551.43,26,0,0,84.3
72.6,83.6,36294.7,17,0,0,81.3
60.5,86.6,37390.55,18,0,1,97.1
62.6,87.2,45679.67,23,0,0,78.9
72.4,83.3,77432.23,28,0,0,77.9
66.3,63.4,44609.11,24,0,0,74.6
76.9,75.3,51635.36,24,0,0,84.0
84.0,54.3,57738.5,19,0,0,83.5
63.5,88.3,121653.93,25,0,0,88.2
34.9,93.3,80934.28,28,0,0,60.5
95.5,63.9,28835.06,20,0,0,98.7
55.2,73.0,64850.82,25,0,0,64.8
67.9,77.8,51446.05,25,0,0,71.9
75.9,80.8,53414.45,17,0,0,88.3
86.1,98.0,59893.44,27,1,0,95.3
92.1,83.2,105126.61,32,0,0,96.1
59.5,80.9,39864.73,32,1,1,88.1
82.8,91.4,66299.77,20,0,0,98.0
68.0,77.8,69238.88,27,0,0,79.4
100.0,71.0,53600.43,20,0,0,94.9
81.5,84.2,43514.03,26,0,0,93.9
62.3,69.5,41041.19,21,1,1,87.5
53.1,67.2,48517.53,28,0,0,70.1
25.6,75.0,86578.99,23,0,1,75.3
75.1,56.4,50052.67,17,1,0,71.9
80.1,91.8,56978.57,29,0,0,94.0
76.2,71.0,33574.24,21,0,0,83.6
29.7,92.2,47231.94,21,0,1,85.6
46.1,97.3,67149.58,38,0,0,78.2
72.2,84.8,26013.96,35,0,0,82.2
91.8,77.8,100956.65,33,1,0,93.4
64.2,87.1,44514.46,16,0,0,82.8
81.4,83.2,144566.34,34,0,0,93.7
49.5,92.5,73864.85,38,0,0,73.1
68.1,87.3,23922.53,28,0,1,97.2
60.9,62.6,68786.58,19,0,0,62.6
82.8,91.2,51071.81,15,0,0,92.5
56.9,91.5,69216.31,26,0,0,82.8
90.2,78.2,134372.07,26,0,0,96.0
60.4,80.9,85176.95,33,0,0,72.2
49.0,87.9,53483.96,35,1,1,85.7
49.5,87.0,29779.1,36,0,1,80.8
55.7,56.8,92631.91,16,0,0,78.1
70.6,73.4,77254.98,38,1,0,68.4
55.9,91.6,106825.41,27,0,0,83.2
52.7,85.8,55746.42,26,0,0,67.2
78.3,93.5,69393.92,37,0,0,99.0
16.8,86.0,52937.55,37,0,1,86.6
58.6,78.7,62531.4,21,0,0,80.7
45.0,83.7,28077.92,35,0,1,80.6
52.0,82.6,70202.17,16,0,0,72.8
68.7,63.0,72489.54,22,0,0,69.0
61.9,88.2,46540.3,33,0,0,82.7
60.6,93.5,81091.07,33,0,0,80.4
82.8,95.0,92621.9,32,0,0,94.3
64.8,76.7,120581.64,16,0,0,80.2
92.1,80.9,35953.23,16,0,0,98.4
75.7,82.0,83674.74,27,1,0,80.2
50.5,84.3,116885.47,20,1,0,67.1
94.0,70.7,50241.79,22,0,0,95.5
69.2,67.2,120265.8,33,0,0,93.3
93.1,94.2,41649.58,20,0,0,92.3
61.0,90.9,61997.81,33,0,0,71.4
69.1,85.6,25247.53,23,0,0,74.9
71.5,89.8,23537.97,29,0,0,86.3
62.5,80.7,27537.74,31,0,0,74.7
84.1,84.0,121706.39,37,0,0,91.9
94.0,59.8,40627.7,22,0,1,100.0
30.6,88.9,40679.3,23,0,1,79.3
77.2,82.3,73432.71,19,0,0,89.1
51.6,92.4,41283.7,20,0,0,73.9
26.1,70.2,109370.35,35,0,0,54.1
72.8,87.4,152028.37,35,0,0,83.7
72.8,77.3,19715.66,25,0,0,79.8
75.2,84.5,77662.74,21,0,0,86.7
70.6,85.3,21370.33,34,0,0,75.0
78.1,83.0,30331.3,29,0,0,84.8
56.0,68.0,76025.49,27,0,0,75.2
69.0,90.2,37352.35,29,1,1,80.6
75.5,65.1,68217.75,28,0,0,82.9
85.3,66.5,60811.26,20,0,0,88.0
65.7,90.4,26264.36,18,1,0,66.4
61.8,67.0,83175.36,32,0,0,78.8
64.2,90.9,69528.97,32,1,1,83.3
47.1,90.8,61047.86,18,0,0,56.0
76.5,70.3,43302.92,35,0,0,72.7
43.1,96.0,72753.69,15,0,0,74.4
70.9,61.9,31352.6,17,0,0,73.9
66.3,81.8,36170.04,19,0,0,76.6
41.7,83.1,70295.56,38,0,0,73.4
42.6,75.7,100215.29,34,0,0,69.5
52.2,87.4,47166.29,20,0,0,76.6
59.8,78.5,75245.05,18,0,0,77.0
87.2,61.5,66335.41,19,0,0,78.6
63.3,49.9,73655.37,26,0,0,71.6
73.2,89.8,42366.29,21,0,0,79.9
84.0,71.3,55568.76,27,1,0,73.5
81.1,75.3,58740.38,22,1,0,79.4
64.9,81.3,126651.41,27,0,0,74.1
54.4,62.7,34466.8,26,0,0,62.6
72.5,75.7,29676.33,24,0,0,77.0
54.7,79.3,268255.4,24,0,0,96.3
92.2,77.9,69876.51,22,0,0,100.0
78.0,75.2,78767.31,28,0,0,76.4
68.1,88.9,82543.75,37,0,0,83.7
72.7,74.8,88074.88,18,0,0,83.9
67.7,88.4,93854.36,34,0,0,85.5
59.5,84.6,88276.45,16,0,0,92.9
72.5,73.0,105188.59,23,0,0,79.3
61.4,58.8,65101.03,20,1,1,82.8
94.1,94.5,102345.78,33,0,0,100.0
54.6,85.1,154198.07,17,1,0,75.7
72.6,94.6,66036.17,27,0,0,90.4
53.3,94.5,76144.85,25,0,0,73.8
53.1,75.1,44805.89,28,0,1,92.8
38.2,87.3,55137.56,31,0,0,67.3
71.2,58.1,71426.66,32,0,0,80.0
57.0,64.9,49285.39,19,0,0,80.1
81.3,45.3,62707.69,39,0,0,81.5
71.2,88.7,71016.25,17,1,0,78.0
67.2,73.0,128067.32,21,0,0,83.4
43.8,86.9,38874.89,20,0,0,67.8
73.8,88.0,73871.44,17,0,0,89.0
55.1,59.2,44263.59,34,0,0,69.3
43.5,30.9,87817.68,27,0,0,60.2
71.5,93.5,91377.06,25,0,0,90.2
46.1,92.3,138514.55,35,0,0,74.4
33.6,69.1,48395.2,16,0,1,83.9
84.5,85.9,64394.25,22,0,0,93.0
56.6,82.4,89503.23,26,0,0,75.2
38.8,62.1,83226.28,26,0,0,57.5
50.6,62.7,17259.2,37,0,1,85.0
